ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Abetment  ,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Animal  ,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Attempt,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Man,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Major - Woman,0,0,0,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Boy,0,1,1,0
A - IPC Crime,UNNATURAL SEX (Sec.377 IPC),Minor - Girl,0,0,0,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),Attempt to Commit,5,2,3,5
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Confession,0,0,1,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To Extort Property,4,1,3,4
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),To settle Dispute,0,2,2,0
A - IPC Crime,WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC),Others,29,32,30,29
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Male,0,0,0,0
A - IPC Crime,"INFANTICIDE (Sec.315, 316 IPC)",Female,0,0,0,0
A - IPC Crime,OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC),NA,2,4,6,2
A - IPC Crime,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC)",NA,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Documents  ,0,0,0,0
A - IPC Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC),Property  ,0,0,0,0
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Persons ,1,0,0,1
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Printed Matter,1,0,0,1
A - IPC Crime,DEFAMATION (Sec.500 to 502 IPC),Others,1,0,2,1
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Assembly,0,0,1,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Parliament,0,0,0,0
A - IPC Crime,ELECTION(Sec.171(E) to 171(1) IPC),Other Elected Bodies,0,2,16,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Man,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Woman,0,0,1,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Boy,0,0,0,0
A - IPC Crime,"SLAVERY (Sec.370, 371, 374 IPC)",Girl,0,0,0,0
A - IPC Crime,Attempting to commit offences (Sec.511 IPC),Attempting to commit offences,14,16,23,14
A - IPC Crime,ILLEGAL DETENTION (Sec.342 IPC),NA,0,0,0,0
A - IPC Crime,FALSE EVIDENCE (Sec.191 to 205 IPC),NA,0,2,0,0
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Boy ,1,2,4,1
A - IPC Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC),Girl,3,6,4,3
A - IPC Crime,OF ABETMENT (Sec.107 to 120 IPC),NA,1,1,0,1
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",174 A,6,3,36,6
A - IPC Crime,"FAILURE TO APPEAR TO COURT (Sec.174, 229A IPC)",229 A,9,26,229,9
A - IPC Crime,Concealment of birth by secret disposal of Child,Girl,2,2,1,2
A - IPC Crime,Concealment of birth by secret disposal of Child,Boy,2,1,1,2
A - IPC Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,2,1,2,2
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,7,2,6,7
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,10,0,4,10
A - IPC Crime,Disobedience to Order Promulgated by Public/Servant,By Others,1,0,0,1
A - IPC Crime,B - SPECIAL & LOCAL LAWS,ANTIQUES (CULTURAL PROPERTY),,,,
A - IPC Crime,B - SPECIAL & LOCAL LAWS,Antiques & Art Treasures Act 1972,0,0,0,0
A - IPC Crime,B - SPECIAL & LOCAL LAWS,Ancient Monument & Archaelogical Sites And Remains Act 1958,0,1,0,0
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Disturbed Area,0,0,2,0
A - IPC Crime,ARMS ACT 1959,Country Made - Non Prohibited Bore - In Other Area,5,13,4,5
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Disturbed Area,1,1,0,1
A - IPC Crime,ARMS ACT 1959,Country Made - Prohibited Bore - In Other Area,7,6,7,7
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Disturbed Area,0,0,0,0
A - IPC Crime,ARMS ACT 1959,Factory Made - Non Prohibited Bore - In Other Area,3,6,2,3
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Disturbed Area,1,1,0,1
A - IPC Crime,ARMS ACT 1959,Factory Made - Prohibited Bore - In Other Area,1,2,1,1
A - IPC Crime,ANIMAL,Wild Life Preservation Act 1972,0,0,0,0
A - IPC Crime,ANIMAL,Wild Life Protection Act 1972,0,1,2,0
A - IPC Crime,ANIMAL,Prevention of Cruelty to Animals Act 1960,29,6,31,29
A - IPC Crime,ANIMAL,Elephant (Preservation) Act 1879,0,0,0,0
A - IPC Crime,ANIMAL,Cattle Tresspass Act 1871,1,0,0,1
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Films,0,0,0,0
A - IPC Crime,CINEMATOGRAPHY ACT 1952,Video,0,0,0,0
A - IPC Crime,CONSUMER,Liquified Petroleum Gas Supply & Control Order 2000 ,3,0,3,3
A - IPC Crime,CONSUMER,Consumer (Protection) Act 1986,1,0,1,1
A - IPC Crime,CONSUMER,Essential Commodities Act 1955,62,40,33,62
A - IPC Crime,CONSUMER,Prevention of Food Adulternation Act 1954,0,0,1,0
A - IPC Crime,CONSUMER,Packaged Commodities (Regulation) order 1975,0,0,0,0
A - IPC Crime,COPY RIGHT ACT 1957,By Company,8,8,10,8
A - IPC Crime,COPY RIGHT ACT 1957,By Individual,5,5,9,5
A - IPC Crime,CIVIL RIGHTS,Protection of Civil Rights Act 1955,0,0,0,0
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste  ,140,87,127,140
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes,22,20,24,22
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Caste Women,34,32,39,34
A - IPC Crime,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Scheduled Tribes Women,13,12,10,13
A - IPC Crime,CHILDREN ACT,Child Labour (Prohibition & Regulation) Act1986,10,14,8,10
A - IPC Crime,CHILDREN ACT,The Prohibition of Child Marriage Act - 2006,22,6,51,22
A - IPC Crime,CHILDREN ACT,Juvenile Justice Act 1986,7,7,10,7
A - IPC Crime,CHILDREN ACT,Probation of offenders Act 1958,1,0,0,1
A - IPC Crime,CHILDREN ACT,Protection of Children from Sexual Offences Act 2012 (POCSO),0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Elected,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - Public Sector Undertaking,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Gazetted - State,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Central,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - Defence,0,0,0,0
A - IPC Crime,PREVENTION OF CORRUPTION ACT 1988,Public Servant - Non-Gazetted - State,0,0,0,0
A - IPC Crime,CUSTOMS,Customs Act 1962,0,0,0,0
A - IPC Crime,CUSTOMS,Import/Export (Control) Act 1947,0,0,0,0
A - IPC Crime,Explosives,Explosives,,,,
A - IPC Crime,Explosives Substances Act 1908,Explosives Substances Act 1908,3,7,0,3
A - IPC Crime,Explosives Act 1884,Explosives Act 1884,3,11,2,3
A - IPC Crime,Inflammable Substance Act 1952,Inflammable Substance Act 1952,1,0,0,1
A - IPC Crime,FOREIGN EXCHANGE,Smugglers and Foreign Exchange Manipulator Act 1976,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1973,0,0,0,0
A - IPC Crime,FOREIGN EXCHANGE,Foreign Exchange Regulation Act 1952,0,0,0,0
A - IPC Crime,FOREIGNER,Foreigners Act 1946,4,6,2,4
A - IPC Crime,FOREIGNER,Registration of Foreigners Act 1939,0,0,0,0
A - IPC Crime,FOREST,Indian Forest Act 1927,2,0,0,2
A - IPC Crime,FOREST,Forest (Conservation) Act 1980,1,0,1,1
A - IPC Crime,HIJACKING,Foreign Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Foreign Aircraft - Outside India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - In India,0,0,0,0
A - IPC Crime,HIJACKING,Indian Aircraft - Outside India,0,0,0,0
A - IPC Crime,IMMORAL TRAFFIC,Organised,10,9,17,10
A - IPC Crime,IMMORAL TRAFFIC,Un-Organised,7,6,5,7
A - IPC Crime,BONDED LABOUR SYSTEM,NA,0,2,0,0
A - IPC Crime,INDIAN MOTOR VEHICLE,NA,1,3,0,1
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Cultivated/Processed,275,220,500,275
A - IPC Crime,NARCOTIC DRUGS & PSYCHOTROPIC SUBSTANCES ACT,Synthetic,167,113,316,167
A - IPC Crime,PASSPORT ACT,Foreigner,0,1,0,0
A - IPC Crime,PASSPORT ACT,Indian,2,2,2,2
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Assembly,0,0,2,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Parliament,0,0,1,0
A - IPC Crime,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,Other Elected Bodies,1,0,9,1
A - IPC Crime,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),382,645,239,382
A - IPC Crime,KARNATAKA POLICE ACT 1963,Street Gambling (87),476,464,277,476
A - IPC Crime,KARNATAKA POLICE ACT 1963,House Gambling (79 & 80),17,16,17,17
A - IPC Crime,KARNATAKA POLICE ACT 1963,Betting ,11,26,15,11
A - IPC Crime,KARNATAKA POLICE ACT 1963,Others ,31,43,24,31
A - IPC Crime,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,NA,21,10,16,21
A - IPC Crime,"POST & TELEGRAPH, TELEGRAPH WIRES (UNLAWFUL POSSESSION) ACT 1980",NA,2,0,0,2
A - IPC Crime,OFFICIAL SECURITY RELATED ACTS,Official Secrets Act 1923,0,0,0,0
A - IPC Crime,OFFICIAL SECURITY RELATED ACTS,Essential Services Maintenance Act 1981,0,0,0,0
A - IPC Crime,PREVENTION OF TERRORISM ACT (POTA),NA,0,0,0,0
A - IPC Crime,RAILWAYS ACT,Indian Railways Act 1989,1,0,1,1
A - IPC Crime,RAILWAYS ACT,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
A - IPC Crime,UNLAWFUL ACTIVITIES (Prevention) Act 1967,NA,0,0,0,0
A - IPC Crime,CRIMES RELATED TO WOMEN,Dowry Prohibition,149,173,175,149
A - IPC Crime,CRIMES RELATED TO WOMEN,Commission of SATI (Prevention) Act 1987,0,0,0,0
A - IPC Crime,CRIMES RELATED TO WOMEN,Indecent Representation of Women (Prohibition) Act 1986,0,0,0,0
A - IPC Crime,INDIAN LUNACY ACT,NA,0,0,0,0
A - IPC Crime,INDIAN ELECTRICITY ACT,NA,3,1,1,3
A - IPC Crime,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",NA,13,13,7,13
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Disaster Management Act 2005,29,3,3,29
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Epidemic Deseases Act 2020,49,1,2,49
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,"The Karnataka Prevention of Dangerous Activities of Bootleggers, Drug-offenders, Gamblers, Goonda Act",1,0,0,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Cow Slaughters Act,20,22,31,20
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prevention of Slaughter and Preservation of Cattle Act 2020,17,0,21,17
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Excise Act 1965,635,339,378,635
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Forest Act 1963,4,4,10,4
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Education Act 1983 As Amended Upto Date,1,1,1,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Restriction Unuse Act 1956,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka University Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Corruption Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Medical Registration Act 1965,1,0,0,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land & Revenue Acdt 1964 & 2007,13,20,2,13
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Kerosene Dealers License Order 1969,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Society Registration Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Minor Mineral Consistent Rule 1994,6,4,4,6
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Bangalore Development Authority Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Beggery Act 1975,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Municipalities Act 1964,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Irrigation Act 1963,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Fire Force act 1964,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Consumer Protection Act 1986,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Lottery Act,2,3,2,2
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Weight & Measurement Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Agriculture Marketing Regulation Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Revenue Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Mining Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Betting Tax Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Panchayat Raj Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Open Place Disfigurement Act 1951,4,6,6,4
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Right To Information Act 2000 & 2008,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Urban Development Act 1987,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Town & City Planning Act 1961,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Race Betting Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Devadasi's (Prohibition Of Dedication) Act 1982,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Cooperative Society Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Entertainment Tax Act 1958,1,0,0,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,1,1,2,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,22,22,11,22
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,1,0,0,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,1,2,2,1
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0,0,0,0
A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Other Local Acts,18,6,4,18
A - IPC Crime,CYBER CRIME,"Information Technology Act 2000, 2009",800,558,1010,800
A - IPC Crime,NATIONAL SECURITY ACT,NA,0,0,0,0
A - IPC Crime,POCSO,Custodial Rape,0,0,0,0
A - IPC Crime,POCSO,Gang Rape,1,1,1,1
A - IPC Crime,POCSO,Rape,139,151,157,139
A - IPC Crime,POCSO,Others ,83,67,88,83
A - IPC Crime,Rape (Sec. 376 IPC),1.1  Custodial Rape,0,0,0,0
A - IPC Crime,Rape (Sec. 376 IPC),1.2  Gang Rape,1,1,1,1
A - IPC Crime,Rape (Sec. 376 IPC),1.3  other Cases of Rape,37,41,41,37
A - IPC Crime,Outraging modesty (Molestation) (sec.354 IPC),NA,492,396,475,492
A - IPC Crime,Kidnapping & Abduction of Women: (Sec.366 IPC),NA,36,16,9,21
A - IPC Crime,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),NA,8,6,7,8
A - IPC Crime,Murder for Dowry - by burning (Sec.302 IPC),NA,0,1,0,0
A - IPC Crime,"Murder for Dowry - by other means
(Sec.302 IPC)",NA,0,1,1,0
A - IPC Crime,Murder for other reasons,NA,36,35,26,36
A - IPC Crime,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),NA,0,0,0,0
A - IPC Crime,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),NA,1,6,2,1
A - IPC Crime,Attempt to Commit murder for other reasons,NA,70,69,75,70
A - IPC Crime,"Dowry Death-by burning
(Sec.304-B IPC)",NA,0,0,0,0
A - IPC Crime,Dowry Death-by other Means (Sec.304(B) IPC),NA,13,17,9,13
A - IPC Crime,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),NA,250,188,213,250
A - IPC Crime,Abetment of Suicide (Sec.306 IPC),NA,15,15,14,15
A - IPC Crime,Immoral Traffic (prevention) Act.,NA,17,15,22,17
A - IPC Crime,Indecent Representation of Women(Prohibition) Act-1986,NA,0,0,0,0
A - IPC Crime,Pornography,NA,0,0,0,0
A - IPC Crime,Offences against Public Servants (Sec.182-188-333-353 IPC),NA,8,8,8,8
A - IPC Crime,Offences related to Marriage,NA,2,3,4,2
A - IPC Crime,Cyber Crimes,NA,219,109,294,219
A - IPC Crime,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",NA,0,0,0,0
A - IPC Crime,Rape on Minor,NA,0,0,0,0
A - IPC Crime,Exposure & abandonment (Sec. 317 IPC),NA,4,8,8,4
A - IPC Crime,Kidnapping & Abduction of Children,NA,268,204,285,268
A - IPC Crime,For Ransom - of Children,NA,0,2,0,0
A - IPC Crime,of Children - for begging,NA,0,0,0,0
A - IPC Crime,of Girls - Immoral Purpose,NA,1,0,0,1
A - IPC Crime,With intent to Steal from Child,NA,0,0,0,0
A - IPC Crime,Lawful Guardianship,NA,0,0,0,0
A - IPC Crime,Procuration of Minor Girls - For Prostitution,NA,0,0,0,0
A - IPC Crime,Procuration of Minor Girls - Importing of Girl,NA,0,0,0,0
A - IPC Crime,Procuration of Minor Girls - For Other Purposes,NA,1,2,4,1
A - IPC Crime,Selling of girls for Prostitution (Sec.372 IPC),NA,0,0,0,0
A - IPC Crime,The Prohibition of Child Marriage Act - 2006,NA,22,6,51,22
A - IPC Crime,POCSO Act,NA,223,219,246,223
A - IPC Crime,Death of Children due to miscarriage,NA,1,0,0,1
A - IPC Crime,Juvenile Justice Act,NA,7,7,10,7
A - IPC Crime,Child Labour (Pro.& Reg.) Act,NA,10,14,8,10
A - IPC Crime,Probation of Offenders Act,NA,1,0,0,1
A - IPC Crime,Murder,NA,7,13,4,7
A - IPC Crime,Rape,NA,24,20,13,24
A - IPC Crime,Kidnapping,NA,2,0,3,2
A - IPC Crime,Offences under the Protection of Civil Rights Act.,NA,0,0,0,0
A - IPC Crime,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,176,118,180,176
